SUPT4H1 	HTATIP2
FBLIM1 	PRDX6
AHNAK 	SCOC
RAB18 	COMTD1
RASGRP1 	CASC3
MCFD2 	BANF1
GGPS1 	FUT8
ARL5A 	DMPK
GSS 	CASP1
KLRK1 	STK24
STK4 	FNTB
C19orf40 	ASB9
TFAM 	ASRGL1
STX6 	ITGB1
CHMP5 	EPHA8
CIAO1 	PSMD7
IL22 	PCNA
VCL 	UBE2C
LRRC4 	LGALS8
ITGB7 	SENP7
DNM1 	SULT1A4
CYP11B2 	PPIF
PPARG 	CYB5R4
COPG1 	WARS
TGFBI 	HRSP12
DUSP16 	STX6
PARP10 	SCAF8
GPD1L 	ELAC1
MGEA5 	TBC1D7
SIRT1 	RNF146
NFRKB 	KMT2D
RARG 	NOS3
ESR1 	TGM2
IFIT5 	GORASP2
ARNT 	LNX2
ABHD14B 	PARG
NAGA 	SND1
FKBP14 	DDR2
ME1 	CBX7
CNTN1 	RBM25
HOGA1 	SRC
PARVB 	GCC2
AHNAK 	MCL1
UBR1 	SNX9
HCN2 	RAMP1
TUBG1 	SRXN1
GIPR 	LRP8
IDH2 	ARHGAP20
DTD1 	NUDT2
LMAN1 	GLRX2
FDFT1 	HOXB1
CCNT2 	STIM1
FAS 	ZBTB48
LARP4B 	RBL1
MACROD1 	TEAD2
ALAD 	DDX18
NCOR2 	PTPRF
RASGRP1 	ACOT11
CIC 	COMT
PPP1R8 	CDK16
CHIT1 	VTI1B
RHOD 	ZBTB33
BRD2 	MVB12B
EIF4G3 	SMAP2
SPSB2 	APOM
HSDL2 	MYCBP
AIP 	SYTL4
PRMT5 	UFC1
MMP2 	RNF128
LGALS8 	ITGB1BP1
MAPK8IP1 	DOCK2
FAS 	BUB1B
SPTB 	MAPKAP1
PARP16 	AXIN1
MST1R 	PRCP
CSNK1G3 	RB1
YARS2 	PLCB2
MAPK8IP1 	ZBTB7A
LGALS2 	BTBD2
ITGB2 	CAMK4
TTN 	GEM
CDKL3 	PSPC1
CPSF3 	ABI2
KARS 	EDA
NBR1 	PTGES
FNTB 	MST4
ARSB 	PARK7
FANCM 	NR2F2
TNFRSF10B 	SUFU
GRIN1 	ARF6
NVL 	PTK2
BROX 	PAK1
ACADSB 	ATG4A
ILF3 	RB1
BRD3 	NR3C1
APTX 	DCC
TRPV4 	STAP1
CDC16 	SFTPC
MBD4 	ARG1
ZBTB32 	SERPINE1
PDE6D 	H2AFY
CREBBP 	PHF20
PGD 	UBE2L3
ARF4 	OAS1
UBE4B 	TNFRSF21
ELAC1 	PARK2
PIN1 	JAG1
CPSF4 	XPC
ERP29 	SIRT3
RSPO1 	XDH
THYN1 	RARB
CDO1 	AQP4
GGCT 	DPP3
ITK 	TTN
SUB1 	UHRF2
ERAP1 	PRDX6
PDGFA 	GPX2
NDC80 	SPRED1
DSP 	NUP133
NMRK1 	DCUN1D3
HGS 	IMPDH2
TTPA 	IFIT1
FNBP1 	CSAD
TFDP1 	SOX9
FBXO4 	PDLIM1
BCL2 	ADRBK1
STIP1 	FCN1
IFIH1 	TCL1A
RGS8 	GBE1
GPD1L 	HVCN1
MMP10 	PPARGC1A
CUL4B 	PTGR1
NGLY1 	DPF2
AKR1C1 	NT5C
EDC3 	GADD45G
SULT2A1 	VHL
NEK7 	PNPT1
NUMBL 	KAT5
S100A3 	FOLH1
PTGIS 	TNFRSF6B
CD81 	GSG2
UBE2I 	MMP9
EPHA8 	THRA
RNF2 	PIM1
XYLB 	MACROD1
NVL 	NUDT10
SMAD1 	P4HB
EZH2 	RBCK1
SMYD2 	RNF43
FAM105B 	GLYR1
SET 	SULT1E1
PRDX4 	KIF22
ADAMTS5 	USP37
SCIN 	CRYBA4
RORC 	HPGDS
SUN2 	RAB26
CNOT1 	HMBS
NISCH 	AP1G1
ITK 	PARD6A
DESI1 	GPX4
MSN 	CRYZ
LONP1 	NEK7
AHCYL1 	AKR1C1
PPCDC 	DDX47
THOP1 	KCNK9
RAB4B 	CDC34
GLTPD1 	MAP3K5
VCP 	CRADD
SEMA4D 	CYFIP1
RAD9A 	KDM1A
GLB1 	GNPDA1
RASEF 	ASPA
CLINT1 	FGF23
CLIC2 	PTPN13
CAMK2B 	UXS1
NEU2 	L1TD1
ARHGAP15 	ARNTL
AHCY 	AOC3
ATG12 	TBL1X
FOLR1 	NDST1
EYA2 	ERAP1
HDDC3 	KMT2B
TIRAP 	PPP1CA
ACAP1 	SCO1
RGS8 	PDE6G
PRKCG 	SRSF1
NR2C2 	PANK1
CAMK1 	IHH
RAE1 	KIF16B
CDC14B 	PUS10
PHF8 	G6PD
DDX41 	POLB
NUDT1 	TPI1
TPST2 	PCGF1
MCEE 	PPP2R3A
RBM8A 	PANK1
HDDC2 	LGALS3
CIAO1 	NAGA
CAMK1D 	PNKP
GTF2F2 	GSS
TLR1 	CRYBB3
TSG101 	CCND1
PPT1 	PXN
EPHA2 	METTL21A
DYNLL2 	XYLB
CHAT 	NEK2
ETS2 	TGS1
PKP1 	CTSK
CAPS 	KLRD1
FLT3 	KIF3B
IL1RAPL1 	TFRC
NCOA5 	PLA2G16
SNX9 	WRNIP1
RIPK1 	MPDZ
STIM1 	MAGI1
KAT5 	PDIA5
PAK6 	CHKB
MET 	NBR1
ILF3 	QPRT
NBR1 	PPCS
RAPH1 	NDNL2
HSPA1A 	CDK4
CPOX 	SNRPG
SNX33 	RANBP1
DTD1 	TBRG1
RAB2A 	FYN
NR1D1 	AKT3
NTNG2 	KIF3B
FAP 	GNAI1
HIF1A 	GEMIN2
UROS 	BRPF3
CLK3 	RND3
CDO1 	NUDT14
RPA3 	FN1
KCNK9 	FES
HDC 	GRASP
UBA3 	MYLK4
DCLRE1A 	RACGAP1
AKR1C2 	PKD2L1
STAP1 	MIOX
SREBF2 	TYK2
DARS 	XIAP
PPIC 	PYCR1
RPRD1B 	PIP4K2C
ANP32A 	LMNA
PLA2G4A 	L3MBTL1
XDH 	GMEB1
EPB41L3 	CYP2R1
CD74 	MBD4
NUDT5 	GCKR
UBE2T 	UEVLD
HIF1AN 	PGR
AKR1C2 	UBB
SLC4A1AP 	NR5A2
KIF2C 	STAM
FRAT1 	PDLIM2
CACNA1S 	UBAP1
PRCP 	PTPRM
CDYL2 	PPIF
C11orf30 	SMURF1
GRB14 	GPX5
RANBP3 	NGLY1
CHI3L1 	RARG
DHRS1 	OTUD1
HNRNPL 	ARHGEF12
TLR2 	COMTD1
GLRX2 	LY86
SERPINA12 	UBE2K
CYP2C9 	FANCM
PANK3 	PDE9A
FBXL5 	TPK1
CDC14B 	DDX10
TAF11 	IMPA1
RBBP4 	CLEC9A
TAF9 	PKD2L1
ENAH 	CCDC8
TYW5 	AFF4
RAB9B 	ERCC3
SMYD3 	HOMER3
UCHL3 	YWHAZ
BUB1B 	ALAD
ADAM17 	PGLYRP3
THAP4 	GAN
TBRG1 	DUSP10
MUT 	BPIFA1
LIMS2 	MGAM
PARVB 	NR0B2
INADL 	ARHGDIB
IL5 	BPTF
HDGFRP2 	ADAMTS1
USP37 	WDR77
DNM3 	BTBD2
ING1 	HMOX1
PDE6D 	CD5
NT5E 	SENP2
IMPA2 	CLEC4M
PDLIM1 	VRK2
ERG 	SNCA
BRPF3 	RSPO1
PTPRN2 	PUS10
ECE1 	HTRA2
SF3B1 	API5
F11R 	CDK16
OAS1 	CYTH3
CD2AP 	MTERFD2
MAD1L1 	ME1
MUT 	CHMP1A
ANGPT2 	PSMG3
CD300LF 	F11R
THRB 	RBBP4
CA2 	PRKCB
IDUA 	NPM2
AHNAK 	TAL1
APLP1 	L3MBTL1
GYG1 	FDX1
BRK1 	UBE2I
NHEJ1 	SETD7
DTYMK 	CUTA
GGT1 	GLB1
UBE2N 	TYMP
CDKN2D 	RNF2
ALOX12 	USP2
ACMSD 	LARP4B
UBE2D1 	PKLR
RAMP1 	PUS10
TWF2 	NOTCH2
ELAVL1 	B3GAT3
WEE1 	GLRX2
VEGFC 	TXNL4A
UTY 	HS3ST3A1
MDC1 	S100A2
NCF4 	ENOPH1
CSK 	TXNL1
CTNNBL1 	FAM105B
AQP5 	FSHR
SPTB 	SEPT3
PTGR2 	ADAMTS13
CALM3 	LSS
FLNC 	DSP
CD2AP 	PLEKHB2
HCK 	CSNK1G2
DOCK1 	TRMT10A
BPIFA1 	AADAT
FGF4 	NR3C1
PLXNB1 	PRKG1
B4GALT7 	KLHL11
SENP2 	GMEB1
MPDZ 	RXRB
KDM4A 	PDIA4
STAU1 	RAB27B
SULT1A1 	TJP1
HPGDS 	ECE2
FRAT1 	GLRX2
MEF2B 	ARTN
SEC13 	SIAH1
PLEKHB2 	BMPR1B
FTL 	CST7
NUP214 	ARHGAP11A
MACROD1 	PPIG
C11orf30 	LGALS8
TWF2 	PTPRK
AFF4 	KDM5A
STS 	ANAPC10
KHK 	CFL1
SUN2 	FERMT2
PTPN2 	PDE4D
QPCT 	CNTN1
EIF4EBP1 	KDM1A
NAT2 	TAF1
BCL2L2 	CDCA8
TAF9 	IL20RA
CABP1 	ATIC
PARP12 	RHOC
PLEK 	HCN2
PREX1 	ARFGEF2
AIM2 	TBRG1
PTPN18 	ADAMTS1
ACSS1 	RNF31
MALT1 	SSB
NLGN4X 	ETF1
MAPK12 	KLHL11
TATDN1 	MPHOSPH8
PDCD1 	VPS33A
TCEB1 	PIP4K2A
CWC27 	CENPB
PNKP 	PTPN9
WAPAL 	HAO1
HSP90AA1 	USP4
HMGCS2 	VPS29
BLMH 	SUV39H1
HOGA1 	DAXX
PHF13 	TNFRSF13C
CNTF 	IHH
BRK1 	GFPT1
ACY1 	PSPC1
CTDSP2 	KCND3
HAT1 	CCNC
GLRX2 	WAPAL
SENP1 	DDX20
OTUD5 	ARL2
MTPN 	TBL1X
PIR 	DDR2
SREBF1 	PVRL4
CUL4B 	CDKL5
LIMS2 	PRPSAP2
CD2 	PNMT
EFNA2 	PUF60
AXIN1 	ALK
NAT1 	MASP2
SUPT5H 	SETD1B
GPD1 	VASP
FSHR 	EPHA2
FOXO3 	STRA13
STAMBP 	UBE2B
PTPRD 	S100A2
ANKRD27 	IDH1
AQP5 	GLS2
CXADR 	U2AF2
MAD1L1 	CDK8
GAN 	ATL1
SPIRE1 	C1QBP
TIA1 	BUB1
BTLA 	NPC1
STEAP3 	KIF22
ZRANB1 	DHX8
PDE4A 	PHF2
USB1 	NCR3LG1
HSDL2 	SLC9A1
HIBADH 	TXNRD1
HSD17B14 	THYN1
ZBTB16 	TBX3
ADAM33 	NEO1
EIF4EBP1 	KIFC1
UBA5 	ATG16L1
QPCTL 	KLRD1
RARA 	MLF1
MSH2 	SRSF1
IGBP1 	ZBTB32
CDON 	NFATC3
MARK1 	VCL
EPHX2 	YY1
GCKR 	CXXC1
RND1 	UTRN
AKR1B10 	ENY2
UBR2 	ZNF217
HIF1AN 	BCR
PDIA5 	FCHO2
CCNH 	AGXT
TNIK 	CSNK1G1
PDIA3 	MARK3
VPS16 	ERAP1
RARG 	TOM1L1
NDOR1 	LRBA
ATIC 	SNUPN
STK32A 	THBS1
NRP1 	QPCT
TIAM1 	OAS1
NUTF2 	RHOC
ACE2 	IQGAP3
TIRAP 	ABHD14B
SFN 	ADAM33
SUB1 	BAK1
CBX4 	CDYL2
SSH2 	ATOX1
GOLGA4 	SUV420H2
NPM1 	TRPV4
HK2 	DARS
ERBB2IP 	EXOG
YY1 	TNFSF13B
MPST 	HADH
ABL1 	PPM1K
SDCBP 	AQP5
RAC3 	GOLGA4
PAH 	TIAM1
CASP3 	TFRC
MAP1LC3A 	PREX1
CTNNBIP1 	LONP1
HEBP2 	TYW5
ATRX 	NACC1
HIF1AN 	C1QTNF5
DCLRE1B 	XPC
ADRBK1 	ADK
SH3BP5 	UBE2D3
FGFR2 	KIF1C
GSTA3 	THOP1
GIMAP1 	THEM4
GRHPR 	RAE1
ARHGDIB 	MEFV
GGA2 	RHEB
CUL3 	PDE4C
ASAP3 	BSG
PPP2R3A 	SULT1B1
HMGCS2 	CTNNA1
CBX7 	ME1
HMGCL 	CYP2E1
OTUD1 	SULT1A4
SRM 	CHMP3
CASC3 	PRMT6
LIMS1 	APPL1
TNFRSF13B 	GLP1R
TOM1L1 	F10
CUL1 	ATF4
GNAI3 	DDX10
YWHAZ 	SCIN
XPO1 	RGN
ENPEP 	RBCK1
SENP7 	GFPT1
ETV1 	HEG1
INADL 	SMAD2
RAD18 	MCIDAS
TYK2 	PDZD3
CA3 	SPIN1
CTSK 	TYMS
TAB1 	RGS8
MASP2 	CAPN13
ABI2 	MAPK8IP1
IL22RA1 	ACO1
MAP2K1 	RGS3
SLC4A1AP 	CUL3
HDDC2 	PTPRO
MX1 	RADIL
HNRNPA1 	CBX7
KDR 	RRAS
DAPP1 	ABCC1
CSNK1D 	NDRG2
RNF8 	PPP2R1A
PHKG2 	GRB7
SUB1 	HMGCR
BRPF3 	TOP2B
TNFSF15 	SUMO2
FNBP1 	ITCH
NUDT18 	CHKA
PANK3 	JAG1
IPO13 	MTERFD2
C3 	CACNA1S
ZHX2 	DDIT4
GSTA1 	CISD2
SHH 	PGR
CYP11B2 	MERTK
PRKCH 	GLTP
BTBD2 	RNASEL
KDR 	BTBD2
IDH1 	LRBA
GCC2 	CHMP1B
EDA 	HEXB
SERPINI1 	VDR
PLA2G7 	HYAL1
CYP19A1 	MYH9
RPS6KA5 	GGT1
PBX1 	TNFAIP6
FGF1 	ACMSD
GGA2 	CCNT2
CA6 	DKK1
KCNK9 	DDC
GATM 	RPS6KA5
PDE6G 	CDC25C
ABHD14B 	PARP1
RNLS 	E2F4
CBX1 	GCA
CEP170 	ANPEP
SNX11 	MAT1A
FKBP4 	DHPS
DUPD1 	KLHL40
CYP2R1 	DPP3
GABARAP 	TIA1
GLMN 	NMRAL1
DCC 	CLCNKA
NLGN4X 	RBL1
RHOC 	CBLB
FDPS 	TNFSF4
SUMF1 	DGCR8
NFYC 	GALNS
CPSF3 	NT5C2
CYP2R1 	NTNG2
ACSM2A 	GLOD4
PPARGC1A 	SCMH1
RAD51 	DMPK
IDE 	SETD2
MTMR2 	PRPF31
MKNK2 	GAN
GART 	PAK4
NME1-NME2 	SCP2
PTPRZ1 	SUN2
PSPH 	TRAPPC4
ACVR2A 	MMP13
CETN2 	PIR
MAPT 	CBX2
CD69 	ERBB2IP
ARSB 	DTX3L
IFIT2 	ERBB4
EPHA2 	HBA1
CTPS2 	FECH
PACSIN1 	CSNK2B
EIF2AK2 	OLR1
G6PD 	LIMK1
BCL2 	NR5A1
RNPC3 	ATL1
MAD2L2 	SULT1C3
ADSL 	SNRPD3
PTPN6 	DUSP5
CHMP4B 	GATM
PVRL2 	ECHDC3
PIP4K2B 	TXNDC5
GGPS1 	NAA50
PRDX2 	COL10A1
DAXX 	CCDC101
FBN1 	DCAF5
JAK1 	ZHX2
RAB11FIP2 	GTF2H5
RPL30 	RBM11
KDM4E 	BBOX1
TAF1 	ARHGEF1
TIRAP 	ELMO1
SOX9 	EPB41L3
PAX5 	TATDN3
RPRD2 	MS4A1
HEBP2 	COL10A1
RNASET2 	FGF10
PANK3 	TBX1
QPRT 	AGAP2
TNC 	MAPK7
STYX 	NDOR1
IL5 	FOXM1
S100A9 	ENOPH1
ZBTB16 	AUH
MEIS2 	RP2
MAPRE1 	PIWIL1
TNFRSF6B 	ACYP1
RIPK1 	CISD2
KLHL7 	MYO10
ACTL7A 	NR5A1
WDR5 	ARHGAP11A
SULT1C3 	PTPRK
PTPRD 	SULT4A1
SMAD2 	CYGB
RAB27B 	ATG5
NUDT16 	LIG1
DCAF12 	MAPK9
GC 	MBNL1
RTN4R 	SUFU
VHL 	HAAO
TAF12 	NR1D1
CDKN1A 	MEF2B
DDX25 	ADAM17
TRAF6 	L3MBTL3
ITK 	STS
HDAC8 	BCL2L1
CCND3 	MB21D1
DUSP19 	HSP90AB1
FCER2 	LAMTOR3
TCL1A 	SUMO1
ADH4 	EIF2AK2
TSN 	SRXN1
ITPKC 	TNFRSF21
PUF60 	ILF3
RGS3 	PKD2L1
HAGH 	BCOR
TAL1 	AIP
MOCS2 	NCK1
PRDX4 	ANAPC10
FGF23 	TBC1D7
KIF1A 	TYW5
MTMR2 	PAK7
TPST2 	NVL
PLEKHA3 	TCEA1
MDC1 	ENAH
ME2 	CAPN2
GYG1 	BBOX1
MX1 	CNTF
OXSR1 	ACACA
TRAPPC6A 	P4HB
MECP2 	RAMP1
RANBP3 	GRM7
PRPF4 	KLHL2
MAP3K5 	WEE1
FKBP3 	SDR39U1
AHSP 	PKD2L1
LTC4S 	CDKL3
PRKCD 	EIF5
PLAA 	FXN
SUFU 	PDLIM4
LASP1 	KLRK1
YWHAQ 	ETFA
PLK1 	HMGCS1
NCOA1 	PRDM9
MAST3 	DCLRE1C
MASP2 	GLTP
TUBGCP4 	PIK3R2
EPHA7 	MAPK7
CD300LF 	KAT8
HHIP 	MSL3
HMGCL 	BRAF
AQP4 	DDX25
AK4 	LRBA
SUMO2 	PDK4
MGAM 	SENP1
RARA 	SEC13
DAXX 	FRAT1
EPHA7 	RBBP4
STAMBP 	YWHAB
PSIP1 	FCER2
KIF1A 	FLT3
DPYSL2 	CISD2
CYP3A4 	CASP1
GLMN 	PAK7
PRDM9 	HDAC3
ARFGEF2 	BAZ2A
SEMA4D 	RHOU
G3BP1 	RRAS
MAP2K6 	ERG
LACTB2 	RAB9B
RNF31 	ADAT2
PKN1 	KLRD1
BCAT1 	SMAD1
HDAC3 	DIRAS1
PTPN18 	CKS2
PLXNB2 	EDC3
FCGR1A 	SMAD1
GUCY1B3 	ATOX1
OBSL1 	DCLRE1A
LSS 	LRP8
AIFM1 	GAN
BCL2A1 	IL1RAPL1
RBBP4 	IGFBP1
MACROD2 	SLC9A3R1
CRYL1 	MTA1
ACD 	CBX4
PRDX1 	KPNB1
GGA1 	MAST1
MEPCE 	PGAM1
TEK 	EPHA5
UBR1 	GTF2B
EEA1 	AK4
HSBP1 	KDM4E
CXXC1 	CLINT1
RPL10 	HTATIP2
TCL1A 	ILK
F2R 	HSCB
GCC2 	KANK2
MMP1 	SGTA
PLK3 	COLEC12
GMNN 	GRIA2
NUMBL 	KDM1A
ACOT11 	NCK1
STAT1 	ACADVL
DIRAS2 	CASP8
ZAP70 	PDE6D
TPP1 	BMX
ANTXR1 	PPP1R13L
THBS2 	TRDMT1
CDK9 	ING1
RPSA 	BRD3
PTPRF 	GALM
TAX1BP3 	CD40
TIGIT 	ARFGAP2
FABP9 	TAF13
PDZD3 	DDX3X
WRNIP1 	VCPKMT
CD40LG 	PPIE
ROR2 	GPHN
GUCY1A3 	DRAP1
MTHFD1 	IL22
CHEK1 	TPH1
FES 	TTK
NUDT10 	CALM1
TUBG1 	MAN1B1
FABP5 	HIBCH
TRAPPC6B 	NANP
ASRGL1 	FLT3
PMS2 	CSNK2B
GCK 	PHF21A
PTPRN2 	DCPS
OXSM 	RAB8A
FIGF 	BRD3
PARP1 	RHPN2
ADAR 	GOLPH3
IRAK4 	SETD1B
KANK2 	MMP14
TOM1L1 	BLVRB
KMT2A 	RHOD
PIWIL1 	CSNK2B
GLRX3 	CNOT1
CAPN1 	MEPCE
SMG7 	GLP1R
PSMG3 	GFPT1
ACTN4 	MALT1
CLINT1 	SPIRE1
ITK 	ATOX1
GAPDHS 	TNKS2
DNMT3L 	PLA2G16
THRA 	RND1
GPHN 	NPM1
KIF23 	ARF5
CTPS2 	NCOR2
DESI1 	CLIC4
CCNDBP1 	TXNL4B
MCL1 	UBA52
TNFRSF21 	GRIP1
ZFYVE20 	EPHA3
AP2B1 	APBB1
ABCB6 	TSNAX
C3 	SCAF8
TAF12 	CACNA1C
SYK 	DLC1
VAV1 	RASL12
RNF8 	TOP2B
GGA3 	DLG1
PHF13 	APLP1
GPX3 	VPS33A
UROD 	CUL4B
HUWE1 	HDAC1
AP1G2 	KLHL2
DUSP6 	NMNAT1
HNRNPA1 	UBE2G2
RALGPS1 	NOD1
ADAMTS4 	CES1
ENY2 	NOG
EYA2 	INADL
CBLB 	AMD1
SULT4A1 	MB21D1
MMP14 	LNX2
CAPN13 	TRIM54
B3GAT1 	ZBTB32
DCPS 	GFRA3
COL10A1 	IGF2R
RAB35 	GAPDHS
ECHDC3 	SET
GLP1R 	TLN1
ARHGEF12 	CARM1
CXADR 	PLEKHM2
BARD1 	STIM1
F11 	SCMH1
ACADS 	IFIT5
APRT 	FLNC
STAT6 	SRP54
EPB41 	VCPKMT
NR2C2 	ACADS
DPYS 	TPX2
NRP1 	KLRG1
CTBP1 	HVCN1
UBE2J2 	CTNNB1
ADAM17 	POLK
CTPS2 	C11orf30
IL22RA1 	OXSM
TCF7L2 	SYTL2
GGCT 	HMGCS2
GART 	TNNT2
RERG 	UBE2G2
CDK4 	KPNA2
POR 	CKS2
RAB8A 	MTHFS
PRMT6 	CUL4B
DTX3L 	CDON
KIF9 	UBE2U
UBE2G1 	CYP2E1
BBOX1 	BTRC
SSU72 	NEO1
SSH2 	SMG6
RAB6A 	ITGB7
FMN2 	TNFRSF10B
LMAN1 	CLOCK
ROBO1 	ALKBH2
ANPEP 	HSD17B8
POLD3 	TP53I3
NOTCH2 	FKBP5
FAM105B 	CDCA8
CCM2 	AIMP2
IRF3 	GOSR2
PDLIM5 	SPSB1
ARL1 	PICK1
PDXK 	FNBP1
PREP 	LY96
PHYH 	NCK2
DDX10 	RPRD2
COLEC12 	KARS
TREX2 	DAPP1
GAPDH 	MAP3K9
SPAG9 	PPP2R4
CDY1 	PRDX2
NCKAP1 	WDTC1
SNRPF 	DBF4
FGF9 	XPO1
KCNJ4 	CTBP1
PGAM5 	CCM2
BAIAP2 	HTRA1
FNTB 	ARL2BP
MIF 	KDM6B
USP2 	NKX2-5
TFDP1 	TRPV2
SPTA1 	PHPT1
ACLY 	DPYSL3
ZFYVE16 	DCC
ITCH 	DSP
DDX58 	CFTR
CUTA 	PHF8
SH3BP5 	REM2
PRTFDC1 	ATAD2
GSTA1 	KDM2A
OLA1 	ATL1
IDE 	PKM
IGF2BP1 	TASP1
PKN1 	HINT2
SF1 	ATXN2
STEAP3 	PPIE
GEM 	PTPN13
EZR 	MAST1
CLCNKA 	L3MBTL2
BRCA2 	BMI1
GALNT2 	RUNX1
CFL1 	SERPINI1
SNX9 	GTF2B
OTUD1 	KAT5
RORC 	FABP3
RAB21 	MLYCD
TNFSF14 	ROCK1
FCHO2 	GINS1
FAP 	PAIP2
ANGPT2 	HCN4
TRIP10 	ESD
CBX7 	PTP4A1
BCL9 	THTPA
REM1 	HJURP
KCNQ1 	RBM25
TAF11 	ABCB6
BPNT1 	GLIPR1
TPP1 	SCMH1
HLTF 	PTGR2
DMAP1 	CBLB
IFIT1 	AOC1
STK24 	PBX1
FOLR2 	POLD3
SFTPC 	MMP16
RAMP1 	C1QBP
LXN 	GIPC2
PNP 	LCN15
ALKBH3 	GSTT1
BLVRA 	MEFV
AP4M1 	CYP2E1
EPHB3 	FKBP4
KDM8 	OTUD1
NUDT3 	PDIA5
RBM17 	MAP1LC3C
DDAH1 	NR0B2
CYP46A1 	UBE2G1
COL10A1 	AXIN1
HPN 	PPM1K
IPO13 	ING4
AGAP2 	BCL2L2-PABPN1
DCTD 	ING4
EPHX2 	RPA2
C1S 	EIF5A
SIGLEC7 	PEA15
SETD2 	B3GAT1
PMM1 	JMJD6
CYP3A4 	TBC1D1
CASC3 	HBEGF
CAMTA1 	HSPA8
SSU72 	SULT1C4
MTERFD2 	DMC1
SUB1 	MAD1L1
KAT6A 	LY86
TOM1 	TREM1
PKD2 	ACOT4
TRAPPC6B 	CBR3
IL20RA 	MAOA
HPN 	CHKB
HYAL1 	SMS
GINS2 	RAB9B
ARFGAP1 	FABP9
UBE4B 	HRAS
ARHGAP9 	TNFSF9
CLCN5 	SPDEF
CYP2C8 	CARHSP1
RBBP9 	ALDH1L1
HEXB 	JMJD1C
MEF2A 	TWF2
JAG1 	UBE2D2
RAP1B 	IL10RB
WDR77 	SLC9A3R1
IQGAP3 	AP1G2
FH 	ROR2
CCND1 	PAIP2
NFKB1 	E2F4
TXNL4B 	RGS6
POLR2D 	FLNC
PABPN1 	RORA
ATIC 	BCOR
PPIL1 	GMFG
SPEN 	OXSR1
CHMP1B 	P4HB
CTPS2 	EEA1
CALM3 	ZG16B
NEK1 	SERPINB1
RPRD2 	GUCY1B3
SPAG9 	IL13RA1
ASPA 	MSH6
DECR1 	THRB
LAIR1 	MEIS2
SIRT1 	BCL2A1
TLR2 	EPHA7
EPB41L3 	PPT2
RAB28 	APAF1
SLIT2 	MAPRE1
SAR1A 	BTF3
KDM6B 	HERC2
OXCT1 	PDE9A
CNTF 	RABEP1
SFTPC 	GLS2
NAT2 	ARHGAP11A
FGFR1 	GLRX2
MAPK13 	MRI1
SPTA1 	TBX5
PLK2 	NKTR
SHFM1 	WDR77
ANKRD27 	ITGB4
NCOA3 	KLHL40
APLP1 	FGF10
RGS7 	DYNLL1
BCL2A1 	CRYBB3
NMNAT1 	SNRNP200
ZBTB16 	NCBP1
IL20 	MKNK2
SNCA 	MST1R
DYNLRB1 	HIBCH
JUP 	STK11
DLG2 	JUP
GGA3 	DPYS
TXNDC12 	NR4A2
YWHAQ 	VPS35
MTOR 	WHSC1L1
ING5 	F10
PLCE1 	JAK3
ADAMTS13 	CYP11B2
EPHB4 	PTK2B
TPI1 	RYR3
MYLK4 	PKM
FAF1 	RPS27A
TRAPPC6A 	MYCBP
DUPD1 	NCR3
SLIT2 	PABPN1
RAB7A 	GSS
CD40LG 	RRP9
TOPBP1 	CD40
EIF4A3 	RHEBL1
VRK2 	ZBTB33
PLEK 	UBE2B
HNRNPA1 	CBX8
CCNA2 	NCKAP1
KIF1A 	AIMP2
PAIP1 	FOXO1
MLH1 	HMOX2
RCVRN 	UBE2C
PHF1 	PRMT6
KIF11 	HSPA1L
DUSP13 	SNRPD3
PTPN2 	ITCH
PRPF31 	GPD1
FAM105B 	MPG
ZC3H12A 	DDI1
PARVB 	NUDT18
BPGM 	EME1
AKAP10 	RALA
GMNN 	VDR
IMPA1 	KMT2B
RAD1 	RTN4R
IDI2 	SNRPE
ARFGAP2 	PTPN2
ACTR8 	HSPB11
MAD1L1 	MARK3
BTBD2 	NIP7
RACGAP1 	SGK1
FNTA 	NTRK1
BAK1 	AKR1C2
CBS 	ERN1
BRK1 	CBX7
PKP2 	XDH
PTP4A1 	DNM1L
UBR5 	PARD6A
SUMO2 	MCL1
PSAT1 	L3MBTL3
CISD1 	FKBP6
FGFR2 	PRIM1
BACH2 	SNX1
SNX33 	OARD1
ECI2 	NKTR
PANK3 	FOLR1
L3MBTL2 	PTPN4
GGA3 	KLHL2
PRMT6 	SPTAN1
GPX4 	TOP1
ISG20 	CENPA
AIF1L 	SNRPF
ANTXR1 	FGF12
KPNA2 	PACSIN2
CTNNBIP1 	IFIT1
PANK1 	F11R
CACNA1S 	PSPC1
SUFU 	PKMYT1
PRPSAP2 	PANK1
SOCS2 	FRAT1
CAPS 	CAPN1
TOP1 	AMPH
USP37 	THEM5
LGALS2 	MEMO1
NCOR2 	CYP2E1
TES 	CDK4
LANCL1 	DCLRE1C
MITD1 	USH1C
TINF2 	PARP3
CYP3A4 	RTF1
BCL2L11 	DHX9
CYP2C8 	NR5A1
GUSB 	NUDT16
MLF1 	IHH
EFNA1 	UBB
CDK6 	RAD52
DPP3 	PIK3R2
UBE2B 	QPCTL
BRCA2 	CNOT1
USP2 	ALKBH3
GNPNAT1 	HSD17B8
DPYSL2 	BIRC7
ZFPM1 	MMP14
NFATC2IP 	UTY
PARVB 	ACSM2A
MYLIP 	WAPAL
CAMK2B 	PABPC1
HCN2 	PTGR1
DNMT3L 	BRD3
FCN1 	PRMT6
FMN2 	METTL21A
TNKS 	FANCL
LMO2 	RPRD1B
